,image,reds,greens,blues,blacks
2089,clean2371.png,11220,4818,415,329147
2090,clean0666.png,25333,16672,259,303336
2091,clean6120.png,88676,6161,0,250763
2092,clean8740.png,118480,0,0,227120
2093,clean2731.png,62215,7175,8394,267816
2094,clean2198.png,123062,16554,5268,200716
2095,clean0825.png,59175,11235,0,275190
2096,clean7574.png,127857,0,0,217743
2097,clean1524.png,48061,25066,3239,269234
2098,clean8388.png,121408,0,247,223945
2099,clean0264.png,125070,7265,0,213265
2100,clean8978.png,59992,4102,0,281506
2101,clean3389.png,0,42588,126,302886
2102,clean2706.png,50759,4985,882,288974
2103,clean5229.png,133268,6467,11896,193969
2104,clean9555.png,104723,13366,38554,188957
2105,clean4066.png,120356,408,0,224836
2106,clean5832.png,96605,2673,562,245760
2107,clean6906.png,85991,17296,12637,229676
2108,clean9743.png,46746,564,728,297562
2109,clean3824.png,108293,0,465,236842
2110,clean5097.png,17679,5470,0,322451
2111,clean2836.png,58332,25313,4812,257143
2112,clean9039.png,115975,5725,10748,213152
2113,clean8306.png,26254,7809,0,311537
2114,clean6696.png,17717,0,1911,325972
2115,clean1743.png,68479,1619,318,275184
2116,clean4328.png,101663,20303,680,222954
2117,clean3312.png,1130,27339,144935,172196
2118,clean1422.png,112999,26428,56976,149197
2119,clean1619.png,22817,11876,7568,303339
2120,clean6261.png,85847,9868,2444,247441
2121,clean8825.png,103606,1536,849,239609
2122,clean2270.png,92330,3034,863,249373
2123,clean2197.png,111894,0,1070,232636
2124,clean0260.png,128441,0,289,216870
2125,clean7237.png,131454,3767,4248,206131
2126,clean2560.png,104182,4287,7651,229480
2127,clean8553.png,99795,7556,0,238249
2128,clean7452.png,67959,0,0,277641
2129,clean3518.png,118894,0,3644,223062
2130,clean5888.png,86008,20148,8764,230680
2131,clean1993.png,26967,1840,255,316538
2132,clean6775.png,158752,576,1058,185214
2133,clean3355.png,3950,30444,7680,303526
2134,clean7282.png,70581,0,0,275019
2135,clean0998.png,80933,2731,2611,259325
2136,clean3253.png,28482,329,7148,309641
2137,clean4587.png,133879,0,223,211498
2138,clean7767.png,29861,4040,0,311699
2139,clean7018.png,55075,24626,9217,256682
2140,clean2991.png,51102,0,1086,293412
2141,clean4727.png,102540,15597,3756,223707
2142,clean3791.png,26462,17491,1581,300066
2143,clean6193.png,5078,26645,52013,261864
2144,clean8881.png,35193,24624,53903,231880
2145,clean1126.png,125431,1923,459,217787
2146,clean1289.png,100809,3585,2883,238323
2147,clean9156.png,0,7292,0,338308
2148,clean1246.png,126220,1131,849,217400
2149,clean0621.png,148179,0,1202,196219
2150,clean2669.png,100039,24364,10050,211147
2151,clean2809.png,0,48139,0,297461
2152,clean2700.png,115859,967,1035,227739
2153,clean4626.png,115938,1118,0,228544
2154,clean6859.png,94001,10302,1217,240080
2155,clean2999.png,119276,0,0,226324
2156,clean5350.png,135,11030,2105,332330
2157,clean3658.png,129585,7972,0,208043
2158,clean3035.png,60984,1980,8436,274200
2159,clean8092.png,21998,7370,605,315627
2160,clean8302.png,145635,633,0,199332
2161,clean8216.png,11280,29756,1428,303136
2162,clean6790.png,436,10634,894,333636
2163,clean6854.png,69799,2022,0,273779
2164,clean0688.png,31758,6073,3862,303907
2165,clean0457.png,45009,25519,0,275072
2166,clean4863.png,62766,138,597,282099
2167,clean2076.png,114576,10021,2532,218471
2168,clean6046.png,74262,15183,7623,248532
2169,clean9657.png,52100,862,1303,291335
2170,clean7254.png,21243,12878,20339,291140
2171,clean2623.png,64964,0,0,280636
2172,clean7082.png,141519,1339,2268,200474
2173,clean4974.png,72660,17074,2730,253136
2174,clean8340.png,9107,16146,10860,309487
2175,clean4259.png,30419,13661,0,301520
2176,clean5613.png,49370,18030,6861,271339
2177,clean4284.png,112537,5260,620,227183
2178,clean0451.png,112034,0,0,233566
2179,clean7032.png,85680,4098,6354,249468
2180,clean8448.png,97347,8508,2645,237100
2181,clean2347.png,7490,339,0,337771
2182,clean5508.png,116179,2249,105990,121182
2183,clean3417.png,2248,6944,0,336408
2184,clean3376.png,34084,240,426,310850
2185,clean6788.png,41402,0,2743,301455
2186,clean6317.png,40619,13438,6336,285207
2187,clean1773.png,45539,4307,1747,294007
2188,clean6000.png,54976,32649,21979,235996
2189,clean3109.png,27010,1611,0,316979
2190,clean9288.png,76961,8711,1570,258358
2191,clean7688.png,13717,5410,0,326473
2192,clean3507.png,680,26142,7300,311478
2193,clean7863.png,57463,6191,668,281278
2194,clean3246.png,67060,427,0,278113
2195,clean5526.png,124736,1458,3173,216233
2196,clean9337.png,20523,0,0,325077
2197,clean0095.png,28092,31196,4456,281856
2198,clean5877.png,113075,4595,11995,215935
2199,clean6321.png,122301,7311,6894,209094
2200,clean8824.png,5106,2742,230,337522
2201,clean1386.png,76393,0,454,268753
2202,clean9724.png,65749,10140,259,269452
2203,clean0338.png,110039,898,246,234417
2204,clean6694.png,125753,1600,333,217914
2205,clean4496.png,93085,13017,3329,236169
2206,clean4230.png,15874,4552,140,325034
2207,clean5731.png,77445,2505,349,265301
2208,clean3175.png,36069,10392,4195,294944
2209,clean9340.png,30140,0,888,314572
2210,clean0031.png,152085,2895,731,189889
2211,clean2298.png,798,28953,45279,270570
2212,clean0590.png,96734,3091,443,245332
2213,clean0941.png,50990,12028,24205,258377
2214,clean1646.png,33149,0,892,311559
2215,clean4017.png,18582,40374,10258,276386
2216,clean1117.png,30233,12802,0,302565
2217,clean0714.png,49863,4583,6909,284245
2218,clean1441.png,72026,12804,364,260406
2219,clean2629.png,22764,0,0,322836
2220,clean8121.png,65066,7514,448,272572
2221,clean9475.png,50290,15633,1236,278441
2222,clean6526.png,41591,14685,9104,280220
2223,clean9606.png,60315,0,0,285285
2224,clean4924.png,143108,2910,11230,188352
2225,clean5485.png,166589,363,749,177899
2226,clean2467.png,108428,18617,26177,192378
2227,clean0715.png,15282,0,422,329896
2228,clean6350.png,150814,1952,758,192076
2229,clean8161.png,31296,22359,6245,285700
2230,clean4243.png,20324,8421,0,316855
2231,clean8796.png,151674,9800,21866,162260
2232,clean3809.png,88724,6744,1182,248950
2233,clean4922.png,82140,7189,10568,245703
2234,clean4415.png,48773,19090,11150,266587
2235,clean7349.png,115081,5599,0,224920
2236,clean8777.png,31359,6541,0,307700
2237,clean8297.png,22974,11454,1884,309288
2238,clean1898.png,106001,0,269,239330
2239,clean7568.png,88148,23843,18773,214836
2240,clean3780.png,158539,10133,23109,153819
2241,clean7820.png,140365,2809,0,202426
2242,clean6680.png,138134,1802,45408,160256
2243,clean0912.png,161926,0,682,182992
2244,clean8250.png,131170,4600,0,209830
2245,clean7690.png,44865,11468,5200,284067
2246,clean1326.png,1051,6294,3046,335209
2247,clean2280.png,38246,29870,38846,238638
2248,clean8150.png,25218,790,1600,317992
2249,clean0483.png,9103,14333,62,322102
2250,clean9170.png,104943,11090,4497,225070
2251,clean0936.png,30080,15610,23482,276428
2252,clean2563.png,71853,1108,1147,271492
2253,clean5302.png,111929,0,0,233671
2254,clean4882.png,1132,25914,4813,313741
2255,clean8147.png,116307,6753,3941,218599
2256,clean5639.png,66385,6337,2115,270763
2257,clean1054.png,116911,7147,162931,58611
2258,clean4615.png,21645,2609,0,321346
2259,clean3255.png,130942,2184,0,212474
2260,clean6889.png,10131,12572,312,322585
2261,clean4786.png,19549,0,0,326051
2262,clean5165.png,129312,20731,36342,159215
2263,clean3932.png,93792,9275,0,242533
2264,clean0458.png,148078,1433,0,196089
2265,clean8523.png,94799,6003,0,244798
2266,clean9518.png,3875,29683,4849,307193
2267,clean0565.png,72132,5489,0,267979
2268,clean3519.png,115001,11478,23799,195322
2269,clean2323.png,27781,528,0,317291
2270,clean5190.png,21288,5273,0,319039
2271,clean6246.png,71574,0,0,274026
2272,clean1601.png,49610,5119,1338,289533
2273,clean4223.png,12815,12921,0,319864
2274,clean1130.png,60207,17257,26960,241176
2275,clean4514.png,87088,2151,897,255464
2276,clean3513.png,15436,0,0,330164
2277,clean4746.png,85010,11639,810,248141
2278,clean0408.png,136939,0,567,208094
2279,clean4592.png,120587,11609,0,213404
2280,clean2580.png,928,9823,0,334849
2281,clean6816.png,79146,27735,10249,228470
2282,clean9098.png,117971,13038,36031,178560
2283,clean2047.png,78577,5176,1053,260794
2284,clean5366.png,67640,8943,0,269017
2285,clean7095.png,136209,0,0,209391
2286,clean2115.png,49593,0,0,296007
2287,clean4488.png,10932,0,257,334411
2288,clean1590.png,60358,14321,53697,217224
2289,clean6372.png,8510,26072,6506,304512
2290,clean5166.png,109403,7980,0,228217
2291,clean9514.png,2633,32938,1720,308309
2292,clean7089.png,60438,1672,1785,281705
2293,clean2135.png,134700,5391,2958,202551
2294,clean9317.png,45428,22744,10288,267140
2295,clean4103.png,0,1154,0,344446
2296,clean6772.png,144848,14511,14754,171487
2297,clean5132.png,75608,12421,2200,255371
2298,clean9370.png,123428,0,0,222172
2299,clean5608.png,30791,795,0,314014
2300,clean7995.png,124998,0,434,220168
2301,clean9406.png,23136,12233,1166,309065
2302,clean2509.png,101092,388,10686,233434
2303,clean7379.png,85750,2117,0,257733
2304,clean7487.png,145570,1156,0,198874
2305,clean6023.png,170491,0,2550,172559
2306,clean1700.png,109062,7214,0,229324
2307,clean7608.png,47827,28090,8062,261621
2308,clean7795.png,23821,913,3722,317144
2309,clean6943.png,33337,31153,16108,265002
2310,clean0345.png,46457,8854,11767,278522
2311,clean3956.png,39184,4387,0,302029
2312,clean8027.png,56874,2461,0,286265
2313,clean4878.png,68543,6907,207,269943
2314,clean1185.png,55085,12494,4189,273832
2315,clean4633.png,36885,3973,7424,297318
2316,clean4517.png,136386,1926,364,206924
2317,clean2307.png,7945,21044,5433,311178
2318,clean8516.png,105339,7231,6094,226936
2319,clean3182.png,90637,3449,1896,249618
2320,clean4449.png,21366,18313,62610,243311
2321,clean8769.png,81059,0,0,264541
2322,clean4993.png,84602,419,1613,258966
2323,clean4312.png,47806,31973,28766,237055
2324,clean7575.png,152669,13816,13044,166071
2325,clean4495.png,123495,160,2348,219597
2326,clean6800.png,24322,7804,3247,310227
2327,clean2663.png,71321,3329,0,270950
2328,clean3336.png,68000,7043,12818,257739
2329,clean9186.png,9283,7392,0,328925
2330,clean7280.png,167925,7417,10306,159952
2331,clean0427.png,0,18454,0,327146
2332,clean9300.png,81398,1755,1326,261121
2333,clean8657.png,22417,2125,0,321058
2334,clean3609.png,2,14711,0,330887
2335,clean0554.png,34568,7077,1472,302483
2336,clean2322.png,28086,0,0,317514
2337,clean6522.png,115714,3618,0,226268
2338,clean4942.png,108578,17654,28412,190956
2339,clean3353.png,104053,4887,33734,202926
2340,clean3421.png,111300,0,0,234300
2341,clean9341.png,86722,0,865,258013
2342,clean1945.png,122971,9836,2398,210395
2343,clean2917.png,67013,13624,5083,259880
2344,clean7378.png,78835,3023,1866,261876
2345,clean1172.png,12510,10220,4821,318049
2346,clean8871.png,87774,380,0,257446
2347,clean6099.png,23458,9841,0,312301
2348,clean3691.png,90700,4838,415,249647
2349,clean6564.png,0,11875,160950,172775
2350,clean6871.png,53387,28010,46528,217675
2351,clean8536.png,33894,8915,7395,295396
2352,clean7510.png,8429,6788,5113,325270
2353,clean2858.png,99589,627,0,245384
2354,clean4419.png,25429,15874,435,303862
2355,clean7923.png,31231,0,0,314369
2356,clean4607.png,37592,14658,6804,286546
2357,clean9150.png,106788,4971,2378,231463
2358,clean6646.png,27564,8420,4288,305328
2359,clean4418.png,91790,541,0,253269
2360,clean7496.png,153213,0,911,191476
2361,clean1209.png,5509,9406,60575,270110
2362,clean2735.png,61413,0,0,284187
2363,clean1245.png,61756,4532,4032,275280
2364,clean1292.png,75798,15254,0,254548
2365,clean0004.png,87090,0,0,258510
2366,clean5062.png,87178,13887,5753,238782
2367,clean8765.png,1645,3980,0,339975
2368,clean7128.png,43639,13544,9698,278719
2369,clean6002.png,19321,2501,2646,321132
2370,clean6695.png,95066,0,692,249842
2371,clean5193.png,8851,5977,0,330772
2372,clean0763.png,74634,22950,65263,182753
2373,clean8094.png,11828,903,4253,328616
2374,clean1867.png,42506,4985,3113,294996
2375,clean3991.png,77142,3183,1588,263687
2376,clean0248.png,46947,0,367,298286
2377,clean7678.png,92637,0,1497,251466
2378,clean4834.png,39021,0,317,306262
2379,clean0366.png,12634,1131,268,331567
2380,clean7367.png,8864,11671,1474,323591
2381,clean8194.png,40057,21519,6439,277585
2382,clean7410.png,38389,8601,4216,294394
2383,clean2485.png,171212,0,245,174143
2384,clean3335.png,72568,0,0,273032
2385,clean3185.png,73043,2951,8175,261431
2386,clean4062.png,14458,8094,479,322569
2387,clean7920.png,132638,9719,14758,188485
2388,clean1541.png,161420,10991,12293,160896
2389,clean3475.png,50994,21017,5189,268400
2390,clean8491.png,122586,247,0,222767
2391,clean3510.png,18736,3175,223,323466
2392,clean0106.png,87551,2704,0,255345
2393,clean5758.png,95672,14250,424,235254
2394,clean8077.png,73981,5599,1366,264654
2395,clean1456.png,78243,7462,2294,257601
2396,clean4814.png,25529,3160,2528,314383
2397,clean3340.png,38124,0,0,307476
2398,clean2953.png,100100,1122,1051,243327
2399,clean9068.png,26580,2208,701,316111
2400,clean9222.png,143456,698,1917,199529
2401,clean2406.png,123087,0,0,222513
2402,clean4923.png,61300,2784,4097,277419
2403,clean0279.png,77469,3837,0,264294
2404,clean7130.png,9512,7842,0,328246
2405,clean6476.png,26039,10430,0,309131
2406,clean6896.png,75312,7815,9910,252563
2407,clean9208.png,89456,10042,0,246102
2408,clean7058.png,61926,6155,2613,274906
2409,clean8704.png,86912,1028,732,256928
2410,clean5586.png,120642,4684,1087,219187
2411,clean8079.png,96831,9295,2498,236976
2412,clean7384.png,48269,0,0,297331
2413,clean5870.png,124376,13923,8209,199092
2414,clean3646.png,89994,6533,636,248437
2415,clean4609.png,34278,36367,9057,265898
2416,clean6849.png,34728,35011,5041,270820
2417,clean4031.png,25476,33514,17358,269252
2418,clean7889.png,69652,10185,39009,226754
2419,clean0632.png,42388,2449,0,300763
2420,clean7329.png,36792,9395,111167,188246
2421,clean4145.png,70908,2421,0,272271
2422,clean6915.png,92796,11638,3929,237237
2423,clean6797.png,63372,0,0,282228
2424,clean2336.png,132619,768,1947,210266
2425,clean5070.png,53331,3196,442,288631
2426,clean5509.png,149060,13215,9144,174181
2427,clean0281.png,63374,7326,1232,273668
2428,clean6212.png,73154,16412,12295,243739
2429,clean8189.png,54440,5418,11442,274300
2430,clean2569.png,18732,4495,0,322373
2431,clean4750.png,66625,4167,0,274808
2432,clean0481.png,55795,29138,27355,233312
2433,clean3230.png,74682,669,2760,267489
2434,clean8737.png,151573,1713,11289,181025
2435,clean0948.png,61167,8050,515,275868
2436,clean8452.png,140187,9539,1098,194776
2437,clean8908.png,19719,2146,1722,322013
2438,clean1800.png,22431,31495,17318,274356
2439,clean9247.png,82718,12798,18454,231630
2440,clean6180.png,63683,17634,7374,256909
2441,clean3031.png,31932,5503,3095,305070
2442,clean1100.png,93248,4875,0,247477
2443,clean9736.png,58961,11461,399,274779
2444,clean0042.png,63763,21790,67181,192866
2445,clean8265.png,106892,978,0,237730
2446,clean9572.png,127422,1878,0,216300
2447,clean0599.png,39022,5648,3156,297774
2448,clean3794.png,75540,0,977,269083
2449,clean3728.png,49643,1486,0,294471
2450,clean1004.png,134210,0,739,210651
2451,clean9539.png,112854,4296,843,227607
2452,clean7050.png,72934,9756,4795,258115
2453,clean2908.png,28043,3848,7493,306216
2454,clean8146.png,149186,0,207,196207
2455,clean2008.png,18200,5903,0,321497
2456,clean0563.png,135154,10106,3330,197010
2457,clean8102.png,9200,747,0,335653
2458,clean2718.png,152049,111,2333,191107
2459,clean9745.png,107423,0,0,238177
2460,clean2933.png,74212,4493,0,266895
2461,clean0398.png,0,5350,0,340250
2462,clean0236.png,84589,3086,0,257925
2463,clean7642.png,42074,11426,0,292100
2464,clean4154.png,25607,0,287,319706
2465,clean0470.png,91432,1740,0,252428
2466,clean1587.png,61472,17710,0,266418
2467,clean1007.png,9472,9734,0,326394
2468,clean5668.png,24377,11234,11902,298087
2469,clean7213.png,109476,7289,15957,212878
2470,clean5507.png,133349,8887,20097,183267
2471,clean5430.png,92251,7142,4693,241514
2472,clean4315.png,86424,6481,0,252695
2473,clean5916.png,76201,6346,5408,257645
2474,clean3024.png,46343,42672,40515,216070
2475,clean2251.png,30529,22948,24023,268100
2476,clean0156.png,5694,55286,21323,263297
2477,clean4849.png,23563,891,0,321146
2478,clean8685.png,23488,0,3922,318190
2479,clean0033.png,133886,9019,1581,201114
2480,clean2242.png,62631,0,965,282004
2481,clean6520.png,20153,2003,575,322869
2482,clean3808.png,91210,6643,7251,240496
2483,clean4841.png,75342,2652,0,267606
2484,clean3747.png,100284,3011,13355,228950
2485,clean8927.png,26189,24910,24294,270207
2486,clean2495.png,30559,11570,5815,297656
2487,clean8392.png,68039,3982,8389,265190
2488,clean6872.png,49163,10534,0,285903
2489,clean2015.png,86575,8284,12433,238308
2490,clean0111.png,28071,1557,3208,312764
2491,clean6443.png,111295,15317,1485,217503
2492,clean4345.png,13,16140,5525,323922
2493,clean1006.png,123478,0,600,221522
2494,clean9242.png,48298,0,0,297302
2495,clean1553.png,85351,18611,23274,218364
2496,clean0455.png,170286,3295,4450,167569
2497,clean7406.png,65048,4116,5730,270706
2498,clean7556.png,98649,1257,0,245694
2499,clean0678.png,81434,302,161,263703
2500,clean2769.png,195,0,0,345405
2501,clean9330.png,47212,5607,1352,291429
2502,clean0818.png,91610,8702,3966,241322
2503,clean9538.png,40483,0,0,305117
2504,clean2915.png,47369,12902,2500,282829
2505,clean7934.png,62580,0,850,282170
2506,clean5633.png,65537,0,0,280063
2507,clean8850.png,58772,3852,135,282841
2508,clean2454.png,28505,0,873,316222
2509,clean4563.png,58476,11327,63736,212061
2510,clean4037.png,53148,12337,2331,277784
2511,clean6417.png,152999,2763,0,189838
2512,clean7319.png,70999,13989,4675,255937
2513,clean3480.png,121376,8540,4715,210969
2514,clean5477.png,95140,3714,17833,228913
2515,clean7582.png,82590,2765,3773,256472
2516,clean1911.png,122119,7875,25433,190173
2517,clean9673.png,14928,7529,0,323143
2518,clean8140.png,18237,9604,3055,314704
2519,clean5173.png,108670,3567,3566,229797
2520,clean6054.png,76902,0,1333,267365
2521,clean7418.png,117008,0,2261,226331
2522,clean0311.png,123509,733,1596,219762
2523,clean5102.png,144840,7787,0,192973
2524,clean8235.png,6638,6328,0,332634
2525,clean8970.png,11532,19539,0,314529
2526,clean0043.png,45823,5808,0,293969
2527,clean7403.png,87615,0,1792,256193
2528,clean5569.png,137155,257,0,208188
2529,clean0267.png,111932,11238,557,221873
2530,clean4432.png,162375,5527,28236,149462
2531,clean7063.png,13422,603,1133,330442
2532,clean4717.png,122732,0,0,222868
2533,clean9234.png,24961,19204,4807,296628
2534,clean3289.png,52809,6853,0,285938
2535,clean2551.png,64116,23251,8206,250027
2536,clean9119.png,53931,4942,6070,280657
2537,clean0553.png,33060,0,0,312540
2538,clean0682.png,95775,319,0,249506
2539,clean7158.png,41747,6326,12044,285483
2540,clean3924.png,29349,3189,3219,309843
2541,clean0957.png,90686,889,549,253476
2542,clean2720.png,98579,3390,1906,241725
2543,clean7720.png,147129,1346,1607,195518
2544,clean7287.png,7766,16837,193,320804
2545,clean0328.png,6527,4035,0,335038
2546,clean8739.png,21122,455,0,324023
2547,clean8386.png,24748,24047,23860,272945
2548,clean1769.png,7481,14078,1311,322730
2549,clean4439.png,33205,31777,13277,267341
2550,clean7996.png,0,858,737,344005
2551,clean2553.png,128371,3908,52359,160962
2552,clean4081.png,82455,1482,3004,258659
2553,clean3984.png,32812,15252,2033,295503
2554,clean5958.png,57000,9517,2333,276750
2555,clean1596.png,98349,5053,0,242198
2556,clean0702.png,23845,4449,1451,315855
2557,clean7443.png,1174,59275,1745,283406
2558,clean5461.png,74656,1599,0,269345
2559,clean9377.png,83396,21523,1182,239499
2560,clean5128.png,75623,3378,759,265840
2561,clean2528.png,29988,1926,944,312742
2562,clean7299.png,23448,8795,2264,311093
2563,clean1371.png,111921,1859,5510,226310
2564,clean8540.png,51669,19228,15076,259627
2565,clean4925.png,159673,3099,11038,171790
2566,clean6998.png,6593,25072,0,313935
2567,clean4559.png,86271,4676,3929,250724
2568,clean3798.png,133871,0,0,211729
2569,clean5119.png,28084,0,0,317516
2570,clean3678.png,100750,4561,1259,239030
2571,clean8354.png,25463,3450,473,316214
2572,clean9561.png,56096,17982,4103,267419
2573,clean5178.png,100413,19588,10901,214698
2574,clean2356.png,106941,15149,29830,193680
2575,clean3544.png,53182,0,0,292418
2576,clean2271.png,133058,3684,1265,207593
2577,clean7837.png,6536,4410,2155,332499
2578,clean0448.png,10231,884,430,334055
2579,clean1880.png,57255,1380,0,286965
2580,clean1751.png,64044,0,260,281296
2581,clean8980.png,5748,28851,207,310794
2582,clean8439.png,62679,8417,532,273972
2583,clean4880.png,80413,4994,1627,258566
2584,clean8345.png,103345,1353,0,240902
2585,clean3955.png,3377,11544,0,330679
2586,clean2600.png,91584,4796,2177,247043
2587,clean4535.png,6058,3226,6171,330145
2588,clean1033.png,122532,7432,8160,207476
2589,clean8474.png,47530,21537,15232,261301
2590,clean1045.png,71732,3092,146465,124311
2591,clean9059.png,26437,5659,0,313504
2592,clean8673.png,110301,5100,5261,224938
2593,clean2638.png,114284,0,0,231316
2594,clean9385.png,68569,374,0,276657
2595,clean7815.png,33728,8841,483,302548
2596,clean3284.png,28616,0,0,316984
2597,clean5341.png,96989,5436,0,243175
2598,clean4958.png,27236,30843,4741,282780
2599,clean1402.png,29687,4446,1264,310203
2600,clean2966.png,109109,2521,0,233970
2601,clean0803.png,121030,1418,347,222805
2602,clean4802.png,9686,29088,21297,285529
2603,clean9608.png,118402,13800,10302,203096
2604,clean5414.png,46807,5913,20465,272415
2605,clean3437.png,49018,30585,2449,263548
2606,clean1034.png,75011,2778,251,267560
2607,clean4969.png,31635,7231,65681,241053
2608,clean2536.png,36300,3234,54039,252027
2609,clean7365.png,7580,17591,4115,316314
2610,clean1040.png,52489,0,0,293111
2611,clean8958.png,130601,946,4501,209552
2612,clean1986.png,21596,27393,1556,295055
2613,clean4690.png,65891,8955,0,270754
2614,clean7700.png,89458,0,1324,254818
2615,clean2493.png,36969,11198,2894,294539
2616,clean9162.png,55444,13307,40897,235952
2617,clean2737.png,120548,0,1158,223894
2618,clean0045.png,75618,1135,5428,263419
2619,clean1341.png,45499,10402,0,289699
2620,clean3273.png,15329,10211,5508,314552
2621,clean4324.png,22940,4963,0,317697
2622,clean3847.png,63902,0,796,280902
2623,clean3671.png,23958,6427,0,315215
2624,clean7989.png,45903,14786,5066,279845
2625,clean4756.png,44215,8360,2221,290804
2626,clean6428.png,25500,16040,5189,298871
2627,clean7738.png,132680,3650,12181,197089
2628,clean4028.png,82391,3574,1848,257787
2629,clean1199.png,150953,3432,0,191215
2630,clean7057.png,163190,0,652,181758
2631,clean0355.png,26239,5309,1413,312639
2632,clean2837.png,19773,7462,239,318126
2633,clean4381.png,139717,3486,0,202397
2634,clean2068.png,32739,11702,21092,280067
2635,clean3998.png,103168,11609,335,230488
2636,clean4445.png,150746,11253,2958,180643
2637,clean0731.png,148984,3288,0,193328
2638,clean6929.png,17447,0,0,328153
2639,clean6320.png,27259,4958,12997,300386
2640,clean1580.png,30595,8806,1338,304861
2641,clean6236.png,10071,21176,3982,310371
2642,clean6987.png,110973,1238,6331,227058
2643,clean1011.png,45156,13374,0,287070
2644,clean9118.png,117695,1834,15110,210961
2645,clean0237.png,0,0,0,345600
2646,clean4681.png,88084,4437,872,252207
2647,clean6183.png,4782,9505,0,331313
2648,clean4808.png,41627,2861,0,301112
2649,clean4918.png,108719,4379,1093,231409
2650,clean8623.png,12247,13955,0,319398
2651,clean1912.png,99063,0,0,246537
2652,clean1650.png,78334,0,0,267266
2653,clean8364.png,121562,2956,437,220645
2654,clean1712.png,73448,0,0,272152
2655,clean7960.png,106674,0,0,238926
2656,clean2846.png,147001,4728,0,193871
2657,clean7653.png,53632,18348,31198,242422
2658,clean6861.png,62902,17847,6441,258410
2659,clean1939.png,43586,5202,518,296294
2660,clean4745.png,5212,207,0,340181
2661,clean6864.png,41103,5753,4267,294477
2662,clean7134.png,77809,16952,4285,246554
2663,clean8666.png,117252,4226,0,224122
2664,clean3813.png,86532,0,2241,256827
2665,clean5808.png,14485,20926,92794,217395
2666,clean4933.png,19338,9194,1997,315071
2667,clean6919.png,89628,7586,13227,235159
2668,clean8602.png,71678,5559,720,267643
2669,clean3833.png,155802,0,3112,186686
2670,clean0255.png,117920,0,0,227680
2671,clean3166.png,98080,5532,461,241527
2672,clean7660.png,142386,3886,546,198782
2673,clean5984.png,135772,5452,4281,200095
2674,clean3103.png,35974,23083,1588,284955
2675,clean7814.png,42926,11307,5033,286334
2676,clean1019.png,86150,28176,20787,210487
2677,clean8022.png,103109,0,610,241881
2678,clean4117.png,124954,3934,5855,210857
2679,clean5328.png,102437,1402,2602,239159
2680,clean6413.png,7731,4163,1439,332267
2681,clean7184.png,16302,14003,2373,312922
2682,clean6411.png,89869,5298,2124,248309
2683,clean6628.png,19044,2681,2803,321072
2684,clean1555.png,76035,0,0,269565
2685,clean0822.png,19074,1817,239,324470
2686,clean3594.png,62809,8955,1446,272390
2687,clean9400.png,38924,20613,0,286063
2688,clean4581.png,7544,6164,0,331892
2689,clean5914.png,19803,9605,1469,314723
2690,clean9364.png,2062,0,0,343538
2691,clean6926.png,71154,25531,9514,239401
2692,clean7695.png,163207,2405,4627,175361
2693,clean8130.png,9833,21613,3065,311089
2694,clean8236.png,45694,1997,45097,252812
2695,clean0285.png,51561,15027,29255,249757
2696,clean9602.png,168104,3761,10106,163629
2697,clean2345.png,44856,2691,13256,284797
2698,clean3032.png,65961,9426,595,269618
2699,clean5239.png,28,0,489,345083
2700,clean0304.png,4116,7994,0,333490
2701,clean7647.png,54107,0,0,291493
2702,clean6188.png,46821,11440,44197,243142
2703,clean2945.png,144927,1935,2093,196645
2704,clean9174.png,16999,15991,15842,296768
2705,clean1652.png,2330,15011,12106,316153
2706,clean3124.png,27046,880,0,317674
2707,clean5989.png,98169,0,658,246773
2708,clean2977.png,68800,346,2612,273842
2709,clean3410.png,113588,9457,1999,220556
2710,clean0114.png,143816,0,0,201784
2711,clean2255.png,101417,1291,0,242892
2712,clean9115.png,99715,1366,19064,225455
2713,clean9756.png,2265,4598,0,338737
2714,clean4318.png,70132,0,0,275468
2715,clean6300.png,120538,0,207,224855
2716,clean4212.png,17474,6097,38792,283237
2717,clean3180.png,91096,5599,0,248905
2718,clean7118.png,29669,0,0,315931
2719,clean3577.png,53700,450,0,291450
2720,clean5352.png,84708,1459,0,259433
2721,clean1258.png,7425,0,0,338175
2722,clean8093.png,100395,2013,4467,238725
2723,clean6139.png,6417,0,550,338633
2724,clean0079.png,46923,0,505,298172
2725,clean0119.png,120863,18350,26950,179437
2726,clean5678.png,58146,3758,20911,262785
2727,clean9315.png,40493,4254,324,300529
2728,clean7171.png,152364,2998,207,190031
2729,clean8086.png,145206,11177,3516,185701
2730,clean1870.png,14441,737,0,330422
2731,clean3176.png,50648,1753,1087,292112
2732,clean9172.png,33105,9161,223,303111
2733,clean2854.png,160207,0,635,184758
2734,clean8399.png,92905,4667,42588,205440
2735,clean0151.png,105041,831,676,239052
2736,clean7012.png,117330,23885,25752,178633
2737,clean2207.png,61154,3555,292,280599
2738,clean5253.png,59508,27446,53211,205435
2739,clean3576.png,99752,795,0,245053
2740,clean7208.png,36681,0,674,308245
2741,clean7607.png,21115,10441,1528,312516
2742,clean8529.png,17077,290,0,328233
2743,clean2513.png,83228,28172,9388,224812
2744,clean3906.png,79755,10491,18343,237011
2745,clean5285.png,98149,7403,11557,228491
